10,35004497832155.07
11,28620286651244.34
12,24061961123541.734
13,19171969214278.9
14,14983238677742.736
15,8917650006651.3
16,8736454156105.529
17,8439785660957.34
18,8212002880473.807
19,8051182264177.569
20,7861689664904.242
