10,3179533338955.3486
11,2711544522925.3823
12,2220900749934.583
13,1672991507263.8196
14,1263718821074.5535
15,781428159622.5408
16,812027361935.4075
17,747212406263.9656
18,750801047612.2462
19,740621543755.676
20,709223156336.2871
